Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília
Porto Alegre,58,1,1,1,4,acept,furnished
São Paulo,230,3,2,2,7,acept,not furnished
Porto Alegre,43,1,1,1,21,acept,furnished
São Paulo,280,6,6,3,-,acept,not furnished
São Paulo,54,2,1,1,1,acept,furnished
Belo Horizonte,200,6,2,1,-,acept,not furnished
São Paulo,360,3,5,6,17,acept,not furnished
São Paulo,650,5,8,7,-,acept,furnished
Porto Alegre,38,1,1,0,1,acept,not furnished
Belo Horizonte,373,4,5,5,7,acept,not furnished
Porto Alegre,47,1,1,1,1,not acept,furnished
São Paulo,133,3,2,2,-,acept,not furnished
Belo Horizonte,150,4,2,2,1,acept,not furnished
Campinas,80,3,2,1,3,acept,not furnished
São Paulo,129,4,2,3,2,acept,furnished
São Paulo,275,3,5,6,-,acept,furnished
Rio de Janeiro,44,1,1,0,4,acept,not furnished
Belo Horizonte,60,1,2,1,5,acept,not furnished
Belo Horizonte,170,3,4,4,13,acept,not furnished
São Paulo,40,1,1,2,5,acept,not furnished
Belo Horizonte,200,4,4,4,4,acept,not furnished
São Paulo,170,4,4,3,11,acept,not furnished
São Paulo,200,5,3,2,1,acept,not furnished
São Paulo,31,1,1,0,3,not acept,furnished
Porto Alegre,135,3,2,1,8,acept,not furnished
São Paulo,400,3,3,1,3,acept,not furnished
Porto Alegre,70,2,1,0,-,acept,not furnished
São Paulo,64,1,1,0,9,acept,not furnished
Rio de Janeiro,73,2,1,1,4,acept,not furnished
São Paulo,240,3,4,3,9,acept,not furnished
São Paulo,115,2,1,1,-,acept,not furnished
São Paulo,400,3,4,3,-,acept,not furnished
São Paulo,147,4,2,0,8,acept,not furnished
Belo Horizonte,58,2,1,1,1,acept,not furnished
Campinas,92,3,2,2,8,acept,not furnished
São Paulo,330,3,6,4,-,acept,not furnished
Porto Alegre,60,2,1,0,2,acept,not furnished
São Paulo,240,4,5,4,5,acept,not furnished
Porto Alegre,38,1,1,0,2,acept,not furnished
São Paulo,141,3,2,2,11,acept,not furnished
Porto Alegre,43,1,1,1,17,not acept,furnished
Porto Alegre,62,2,1,0,4,acept,not furnished
Campinas,50,2,1,1,4,not acept,not furnished
Porto Alegre,75,2,1,1,7,acept,not furnished
São Paulo,180,3,2,1,-,acept,not furnished
Campinas,33,1,1,0,11,not acept,not furnished
São Paulo,580,6,6,8,-,acept,not furnished
São Paulo,136,3,3,2,1,not acept,not furnished
São Paulo,238,4,4,3,1,not acept,not furnished
São Paulo,109,3,2,2,20,acept,furnished
São Paulo,90,2,1,0,-,acept,not furnished
Porto Alegre,171,2,2,1,2,acept,not furnished
São Paulo,40,1,1,0,16,acept,not furnished
Campinas,119,3,2,2,7,acept,not furnished
Belo Horizonte,330,5,7,5,10,acept,not furnished
São Paulo,60,1,1,1,2,acept,furnished
São Paulo,118,3,2,1,4,acept,furnished
São Paulo,134,2,2,1,7,not acept,furnished
São Paulo,280,3,4,1,-,acept,not furnished
São Paulo,120,3,2,1,-,acept,not furnished
São Paulo,288,4,6,4,1,acept,not furnished
São Paulo,180,3,3,2,11,acept,not furnished
São Paulo,43,1,1,1,6,acept,not furnished
São Paulo,57,1,1,0,7,acept,furnished
São Paulo,200,3,3,0,-,acept,not furnished
São Paulo,96,3,3,0,6,acept,not furnished
São Paulo,320,4,5,4,-,acept,not furnished
Belo Horizonte,110,3,2,2,1,acept,not furnished
São Paulo,35,1,1,1,11,not acept,furnished
São Paulo,270,4,5,6,-,acept,not furnished
São Paulo,85,2,1,1,1,not acept,not furnished
São Paulo,60,2,2,1,14,acept,furnished
São Paulo,550,4,5,5,-,acept,not furnished
São Paulo,45,1,1,0,11,not acept,not furnished
São Paulo,130,3,2,2,-,acept,not furnished
Rio de Janeiro,50,1,1,0,1,acept,not furnished
São Paulo,55,2,1,1,3,acept,not furnished
Porto Alegre,47,1,1,1,1,not acept,furnished
Belo Horizonte,192,4,3,3,2,acept,furnished
São Paulo,70,2,2,2,3,acept,not furnished
Porto Alegre,78,2,1,0,1,acept,not furnished
Porto Alegre,45,1,1,1,1,acept,not furnished
Belo Horizonte,250,2,2,1,-,acept,not furnished
Rio de Janeiro,90,3,1,0,18,acept,furnished
Rio de Janeiro,186,3,4,2,5,acept,not furnished
São Paulo,33,1,1,0,14,acept,not furnished
Porto Alegre,250,5,4,5,-,acept,not furnished
Rio de Janeiro,30,1,1,0,4,not acept,not furnished
Rio de Janeiro,106,3,1,0,2,acept,not furnished
São Paulo,72,2,2,1,1,acept,furnished
São Paulo,90,2,1,1,1,acept,not furnished
São Paulo,102,3,2,1,10,acept,not furnished
São Paulo,126,3,3,2,7,not acept,not furnished
São Paulo,220,3,2,1,-,acept,not furnished
Porto Alegre,42,1,1,1,13,acept,not furnished
São Paulo,69,2,1,1,6,acept,not furnished
São Paulo,50,2,1,1,24,acept,not furnished
São Paulo,120,4,3,2,8,acept,not furnished
São Paulo,160,3,3,3,10,acept,furnished
São Paulo,31,1,1,0,1,acept,furnished
São Paulo,70,3,1,1,8,acept,not furnished
São Paulo,37,1,1,1,8,acept,furnished
São Paulo,63,1,1,1,9,not acept,furnished
Rio de Janeiro,57,2,1,0,7,acept,not furnished
São Paulo,400,3,2,3,-,acept,not furnished
São Paulo,370,4,5,6,17,acept,not furnished
Rio de Janeiro,255,4,3,0,6,acept,not furnished
São Paulo,110,2,2,1,1,acept,not furnished
Rio de Janeiro,82,2,2,1,4,acept,not furnished
Rio de Janeiro,25,1,1,1,4,acept,not furnished
São Paulo,65,2,2,1,4,acept,furnished
Belo Horizonte,45,1,1,0,10,acept,not furnished
Rio de Janeiro,95,2,2,2,11,acept,not furnished
Rio de Janeiro,55,1,2,1,2,acept,not furnished
Belo Horizonte,96,3,2,2,1,acept,not furnished
São Paulo,72,2,1,2,5,acept,furnished
Belo Horizonte,44,2,1,0,4,not acept,not furnished
Belo Horizonte,2000,3,3,2,2,acept,furnished
São Paulo,49,2,1,1,16,acept,not furnished
São Paulo,119,3,2,1,7,acept,not furnished
São Paulo,52,1,1,1,7,acept,not furnished
São Paulo,80,2,1,1,19,acept,not furnished
São Paulo,200,3,3,3,13,acept,furnished
São Paulo,181,3,4,3,8,not acept,furnished
Belo Horizonte,220,4,3,2,4,acept,not furnished
Porto Alegre,125,3,3,1,2,acept,not furnished
Campinas,55,1,1,0,1,acept,not furnished
Porto Alegre,28,1,1,0,1,acept,not furnished
Porto Alegre,48,2,1,1,10,acept,furnished
São Paulo,222,4,3,4,15,acept,not furnished
São Paulo,138,3,3,2,-,acept,not furnished
São Paulo,72,2,1,1,21,acept,not furnished
São Paulo,171,4,4,4,1,acept,not furnished
Rio de Janeiro,55,1,2,1,15,acept,furnished
Rio de Janeiro,120,2,3,1,9,acept,not furnished
São Paulo,102,3,3,2,15,acept,not furnished
São Paulo,118,3,3,2,6,acept,not furnished
São Paulo,55,2,1,0,2,not acept,not furnished
Porto Alegre,197,4,3,2,4,acept,not furnished
São Paulo,49,1,1,0,-,not acept,not furnished
Rio de Janeiro,45,1,1,0,1,not acept,furnished
Campinas,104,2,2,2,7,acept,furnished
Campinas,73,3,2,2,17,acept,not furnished
Porto Alegre,55,1,1,0,2,acept,furnished
São Paulo,202,4,4,3,13,acept,not furnished
São Paulo,54,2,1,1,3,acept,not furnished
São Paulo,75,2,1,0,1,not acept,not furnished
Rio de Janeiro,89,3,2,0,4,acept,not furnished
São Paulo,46,1,1,0,1,acept,furnished
São Paulo,386,4,6,4,-,acept,not furnished
Porto Alegre,240,3,3,1,-,acept,not furnished
São Paulo,61,3,2,1,4,acept,not furnished
São Paulo,80,2,2,1,3,acept,not furnished
Belo Horizonte,45,2,1,1,4,acept,furnished
São Paulo,18,1,1,0,-,acept,not furnished
São Paulo,30,1,1,1,14,acept,furnished
São Paulo,300,4,4,6,1,acept,not furnished
São Paulo,69,1,1,1,8,acept,not furnished
Campinas,157,3,2,2,15,acept,not furnished
Rio de Janeiro,30,1,1,0,3,acept,not furnished
Belo Horizonte,32,1,1,0,9,not acept,not furnished
Belo Horizonte,83,3,2,2,6,acept,not furnished
São Paulo,55,2,2,2,3,acept,not furnished
São Paulo,70,1,1,1,3,acept,not furnished
São Paulo,20,1,1,0,1,not acept,furnished
Belo Horizonte,298,4,2,3,-,acept,not furnished
Belo Horizonte,90,3,2,1,1,acept,not furnished
São Paulo,147,2,2,1,8,acept,not furnished
São Paulo,48,1,1,1,-,acept,not furnished
São Paulo,32,1,1,1,9,not acept,furnished
São Paulo,195,4,2,3,15,acept,not furnished
Campinas,350,4,3,4,-,not acept,not furnished
São Paulo,74,2,1,0,2,not acept,not furnished
São Paulo,130,3,2,2,1,not acept,not furnished
Campinas,60,2,3,0,1,not acept,furnished
Belo Horizonte,55,2,1,1,9,not acept,not furnished
São Paulo,89,3,2,2,4,acept,not furnished
Porto Alegre,70,2,2,2,11,acept,not furnished
Belo Horizonte,141,4,2,1,2,acept,not furnished
Belo Horizonte,260,4,2,2,-,acept,not furnished
São Paulo,168,4,2,2,-,acept,not furnished
Belo Horizonte,24,1,1,1,-,not acept,not furnished
São Paulo,240,4,4,5,14,acept,not furnished
São Paulo,178,3,4,4,18,acept,not furnished
São Paulo,58,2,1,1,1,acept,furnished
São Paulo,800,4,7,8,-,not acept,not furnished
São Paulo,180,3,2,2,11,acept,not furnished
São Paulo,101,3,4,2,4,not acept,furnished
São Paulo,50,1,1,0,1,not acept,not furnished
Belo Horizonte,55,2,1,1,4,acept,not furnished
São Paulo,120,2,3,2,-,acept,not furnished
Campinas,42,2,1,1,3,not acept,not furnished
Belo Horizonte,40,1,1,1,1,not acept,not furnished
São Paulo,78,2,2,2,8,acept,furnished
Porto Alegre,144,3,2,1,4,acept,furnished
Rio de Janeiro,70,3,1,1,7,acept,not furnished
Campinas,440,4,4,4,-,not acept,not furnished
Porto Alegre,44,1,1,1,7,acept,not furnished
São Paulo,596,4,5,2,-,acept,furnished
Porto Alegre,230,3,4,3,-,acept,furnished
Belo Horizonte,100,2,1,0,13,acept,not furnished
São Paulo,300,3,3,8,-,acept,not furnished
São Paulo,47,2,1,0,7,acept,furnished
Campinas,105,3,2,2,6,acept,not furnished
São Paulo,65,2,2,1,14,not acept,not furnished
São Paulo,65,3,2,1,2,acept,not furnished
São Paulo,60,2,2,2,6,acept,not furnished
Campinas,314,3,4,3,-,acept,not furnished
São Paulo,70,2,1,0,1,acept,not furnished
Rio de Janeiro,80,3,2,1,5,acept,not furnished
São Paulo,350,3,5,5,-,acept,not furnished
Porto Alegre,52,1,1,0,10,acept,not furnished
São Paulo,380,4,5,6,8,acept,furnished
Rio de Janeiro,70,1,1,0,1,acept,not furnished
São Paulo,45,2,1,1,4,acept,furnished
São Paulo,44,1,1,1,9,acept,furnished
São Paulo,142,4,4,3,15,not acept,not furnished
Belo Horizonte,96,3,1,1,11,acept,furnished
São Paulo,88,2,3,2,4,acept,not furnished
São Paulo,169,3,4,3,9,acept,not furnished
Rio de Janeiro,40,1,1,0,2,acept,not furnished
São Paulo,45,1,1,0,-,not acept,not furnished
Rio de Janeiro,320,3,2,0,5,not acept,not furnished
São Paulo,82,1,2,1,1,not acept,furnished
São Paulo,180,3,4,3,15,acept,not furnished
São Paulo,340,4,4,4,4,acept,furnished
Belo Horizonte,100,3,3,1,4,acept,not furnished
São Paulo,160,3,3,3,9,acept,furnished
São Paulo,160,4,4,3,9,acept,furnished
Campinas,100,3,2,2,3,acept,not furnished
São Paulo,33,1,1,1,12,not acept,not furnished
São Paulo,35,1,2,1,2,acept,not furnished
Porto Alegre,52,2,2,1,12,acept,not furnished
São Paulo,180,3,2,2,6,acept,not furnished
São Paulo,180,3,2,1,-,not acept,not furnished
São Paulo,300,4,4,4,12,acept,not furnished
São Paulo,79,2,1,0,-,acept,not furnished
Porto Alegre,66,2,1,0,4,acept,not furnished
São Paulo,26,1,1,0,2,not acept,not furnished
São Paulo,367,4,5,6,1,not acept,not furnished
Campinas,60,2,1,1,7,acept,not furnished
São Paulo,80,2,3,1,5,acept,not furnished
Rio de Janeiro,50,2,1,0,-,acept,not furnished
Rio de Janeiro,100,3,1,0,2,acept,not furnished
São Paulo,250,3,4,3,13,acept,not furnished
Porto Alegre,40,1,1,1,7,not acept,furnished
São Paulo,68,2,2,1,8,not acept,not furnished
São Paulo,35,1,1,1,14,not acept,not furnished
Porto Alegre,46,2,1,1,-,acept,not furnished
São Paulo,21,1,1,0,2,acept,not furnished
Rio de Janeiro,45,1,1,0,8,acept,furnished
Belo Horizonte,107,3,2,2,2,acept,furnished
São Paulo,220,3,3,5,-,acept,not furnished
São Paulo,380,5,7,4,-,acept,not furnished
São Paulo,150,3,3,2,20,not acept,not furnished
Rio de Janeiro,15,1,1,0,2,not acept,not furnished
São Paulo,35,1,1,0,1,not acept,not furnished
São Paulo,120,3,4,2,1,acept,not furnished
São Paulo,24,2,2,1,13,acept,not furnished
Porto Alegre,70,2,2,1,2,acept,not furnished
Porto Alegre,50,1,2,0,-,acept,not furnished
São Paulo,220,3,4,4,10,acept,not furnished
São Paulo,180,3,4,3,3,acept,not furnished
Porto Alegre,148,3,2,3,3,acept,furnished
São Paulo,52,2,1,1,7,acept,not furnished
Porto Alegre,48,2,1,0,1,acept,not furnished
São Paulo,160,4,5,2,22,acept,furnished
São Paulo,40,1,1,0,1,acept,not furnished
São Paulo,40,1,1,0,2,not acept,furnished
Campinas,143,3,2,3,-,acept,not furnished
Campinas,550,3,4,8,-,acept,not furnished
São Paulo,35,1,1,1,3,not acept,furnished
Porto Alegre,50,2,1,0,18,acept,not furnished
São Paulo,210,4,4,3,9,acept,not furnished
São Paulo,60,2,2,2,2,acept,not furnished
São Paulo,217,4,4,3,3,acept,furnished
Rio de Janeiro,300,3,3,2,5,acept,furnished
Rio de Janeiro,45,1,1,0,-,acept,furnished
São Paulo,230,5,3,0,-,acept,not furnished
Campinas,139,3,5,3,3,acept,furnished
São Paulo,48,2,1,0,3,acept,not furnished
São Paulo,145,3,3,3,6,acept,not furnished
Porto Alegre,65,1,1,0,3,acept,not furnished
Porto Alegre,180,3,3,2,3,acept,not furnished
São Paulo,438,5,6,5,-,not acept,not furnished
São Paulo,100,2,2,1,10,acept,furnished
Rio de Janeiro,430,4,4,2,6,acept,not furnished
São Paulo,315,4,5,5,20,not acept,not furnished
Porto Alegre,374,3,4,2,-,acept,furnished
São Paulo,270,3,2,1,9,acept,not furnished
Campinas,92,2,3,2,5,not acept,not furnished
Porto Alegre,220,3,3,2,8,not acept,furnished
São Paulo,243,4,3,3,16,acept,not furnished
Porto Alegre,240,3,3,7,-,acept,furnished
São Paulo,260,4,5,5,3,acept,furnished
Porto Alegre,63,3,2,2,11,acept,not furnished
São Paulo,238,4,5,3,1,not acept,not furnished
São Paulo,60,2,2,2,15,acept,not furnished
São Paulo,82,2,2,0,3,not acept,not furnished
Campinas,74,3,1,1,3,acept,not furnished
Belo Horizonte,40,1,1,2,11,not acept,furnished
Porto Alegre,70,3,1,1,3,acept,not furnished
Belo Horizonte,83,3,2,3,18,acept,not furnished
São Paulo,55,2,1,0,-,acept,not furnished
São Paulo,290,3,2,2,-,not acept,furnished
Rio de Janeiro,250,5,3,4,-,acept,not furnished
São Paulo,350,4,3,4,10,acept,not furnished
São Paulo,330,5,4,2,-,acept,furnished
Campinas,82,3,3,2,4,acept,not furnished
São Paulo,60,2,2,1,8,acept,not furnished
Rio de Janeiro,74,2,1,0,1,acept,not furnished
Belo Horizonte,160,3,3,2,4,acept,not furnished
Porto Alegre,483,4,4,0,4,acept,furnished
São Paulo,35,1,1,0,16,acept,furnished
São Paulo,285,4,4,3,16,not acept,not furnished
Belo Horizonte,50,2,1,1,3,acept,not furnished
Rio de Janeiro,77,2,2,0,4,acept,not furnished
São Paulo,76,2,2,1,8,not acept,not furnished
Porto Alegre,200,2,1,0,-,acept,not furnished
São Paulo,300,5,4,5,-,acept,not furnished
Rio de Janeiro,105,3,2,1,13,acept,furnished
Campinas,55,1,1,1,7,acept,not furnished
Porto Alegre,75,2,2,1,5,acept,not furnished
Campinas,276,3,4,3,11,acept,not furnished
Belo Horizonte,70,2,2,1,3,acept,not furnished
São Paulo,460,7,5,5,-,acept,furnished
Rio de Janeiro,135,4,2,2,13,acept,furnished
Belo Horizonte,64,2,1,1,1,not acept,not furnished
Belo Horizonte,76,2,1,1,1,acept,not furnished
São Paulo,170,6,4,4,-,acept,not furnished
Belo Horizonte,85,2,1,1,1,not acept,not furnished
Campinas,49,2,1,1,-,acept,not furnished
Rio de Janeiro,128,4,2,0,2,not acept,not furnished
São Paulo,96,3,2,2,10,acept,not furnished
Rio de Janeiro,45,1,1,1,1,acept,furnished
São Paulo,32,1,1,1,2,not acept,furnished
Porto Alegre,37,1,1,0,4,acept,not furnished
Belo Horizonte,335,4,4,4,-,acept,not furnished
Rio de Janeiro,56,2,1,1,3,acept,not furnished
São Paulo,330,1,3,8,-,acept,not furnished
Rio de Janeiro,21,1,1,0,2,acept,not furnished
São Paulo,300,5,5,4,-,acept,furnished
Porto Alegre,373,4,4,4,-,acept,furnished
São Paulo,53,2,1,1,7,not acept,not furnished
São Paulo,156,3,3,3,20,acept,not furnished
Porto Alegre,80,2,1,0,2,not acept,furnished
São Paulo,74,2,2,2,8,not acept,not furnished
São Paulo,103,3,2,1,-,acept,not furnished
Belo Horizonte,458,8,10,4,-,acept,not furnished
Belo Horizonte,98,2,1,0,-,not acept,not furnished
São Paulo,40,1,1,0,-,acept,not furnished
São Paulo,65,1,1,0,3,not acept,not furnished
São Paulo,70,1,1,0,4,not acept,not furnished
Porto Alegre,55,1,1,1,14,not acept,furnished
São Paulo,129,3,4,3,6,acept,furnished
Porto Alegre,46,1,1,1,1,acept,furnished
Porto Alegre,225,4,4,2,-,acept,not furnished
São Paulo,215,3,1,1,18,acept,not furnished
São Paulo,100,3,3,2,-,not acept,not furnished
Campinas,68,1,1,1,10,not acept,furnished
São Paulo,82,3,1,1,8,not acept,not furnished
Rio de Janeiro,90,2,3,0,2,acept,not furnished
São Paulo,250,5,2,6,-,acept,not furnished
São Paulo,392,4,4,4,-,acept,not furnished
Rio de Janeiro,134,3,4,2,3,acept,furnished
Campinas,53,2,1,1,1,acept,not furnished
Rio de Janeiro,165,2,2,0,2,acept,furnished
São Paulo,59,2,1,1,3,not acept,not furnished
Porto Alegre,55,1,1,1,3,acept,not furnished
Rio de Janeiro,80,2,2,1,12,not acept,not furnished
Rio de Janeiro,71,2,1,1,2,acept,not furnished
Porto Alegre,200,3,3,2,-,acept,not furnished
São Paulo,47,1,1,0,1,acept,not furnished
São Paulo,78,1,1,2,8,not acept,furnished
Porto Alegre,70,2,1,0,9,acept,not furnished
Belo Horizonte,44,1,1,1,11,acept,not furnished
São Paulo,56,2,1,1,7,acept,not furnished
Belo Horizonte,70,3,2,2,10,not acept,not furnished
São Paulo,150,3,3,2,12,acept,not furnished
Rio de Janeiro,60,1,1,0,4,not acept,furnished
Belo Horizonte,200,3,4,4,10,acept,not furnished
São Paulo,250,4,5,4,5,not acept,not furnished
São Paulo,250,4,5,3,-,acept,not furnished
Porto Alegre,40,1,1,1,10,acept,furnished
São Paulo,117,4,5,4,10,not acept,not furnished
Campinas,104,3,1,0,3,not acept,not furnished
Rio de Janeiro,120,3,1,0,3,not acept,not furnished
Belo Horizonte,125,3,2,0,7,acept,not furnished
São Paulo,33,2,1,0,6,acept,not furnished
Rio de Janeiro,99,3,2,1,10,acept,not furnished
São Paulo,63,1,1,0,12,acept,not furnished
Rio de Janeiro,43,2,1,0,12,acept,not furnished
São Paulo,61,2,2,2,2,not acept,furnished
Rio de Janeiro,76,2,2,1,8,acept,furnished
Porto Alegre,52,2,1,1,-,acept,not furnished
São Paulo,39,1,1,0,3,acept,furnished
Porto Alegre,126,3,1,1,4,acept,not furnished
São Paulo,305,2,3,0,10,acept,not furnished
São Paulo,80,2,2,0,3,not acept,not furnished
Rio de Janeiro,85,2,1,1,4,acept,not furnished
Porto Alegre,74,3,2,2,13,acept,furnished
Rio de Janeiro,130,3,2,1,3,not acept,not furnished
São Paulo,113,3,2,1,6,acept,not furnished
São Paulo,108,2,1,3,-,acept,not furnished
São Paulo,270,4,4,4,-,acept,not furnished
São Paulo,111,3,4,3,1,acept,not furnished
Rio de Janeiro,142,3,2,1,1,acept,furnished
Porto Alegre,48,1,1,1,5,acept,furnished
São Paulo,76,3,2,2,10,acept,not furnished
São Paulo,42,1,1,0,13,not acept,not furnished
São Paulo,500,4,5,4,-,not acept,furnished
São Paulo,375,4,4,4,22,not acept,not furnished
Rio de Janeiro,690,4,5,2,21,not acept,not furnished
São Paulo,172,4,4,3,1,acept,not furnished
Rio de Janeiro,15,1,1,0,-,acept,not furnished
Rio de Janeiro,130,3,2,2,5,acept,not furnished
São Paulo,90,3,2,2,2,acept,not furnished
Campinas,68,3,2,2,9,acept,furnished
São Paulo,260,4,4,4,-,acept,not furnished
São Paulo,87,2,3,2,1,acept,furnished
São Paulo,80,2,1,0,-,not acept,not furnished
São Paulo,20,1,1,0,6,acept,furnished
São Paulo,140,2,1,2,-,acept,not furnished
São Paulo,45,2,1,1,1,acept,not furnished
Campinas,230,3,4,4,5,acept,furnished
São Paulo,125,3,3,2,4,acept,not furnished
Rio de Janeiro,80,2,1,0,3,not acept,furnished
São Paulo,22,1,1,1,8,acept,furnished
Campinas,280,4,3,3,-,acept,not furnished
São Paulo,126,3,4,3,6,acept,not furnished
Porto Alegre,64,3,2,1,1,acept,furnished
Rio de Janeiro,70,2,1,1,3,acept,not furnished
São Paulo,65,2,1,0,-,acept,not furnished
Porto Alegre,98,3,1,0,1,acept,not furnished
Belo Horizonte,136,3,3,2,6,acept,not furnished
São Paulo,80,2,2,2,-,acept,not furnished
Porto Alegre,54,2,1,1,8,acept,furnished
Porto Alegre,55,1,1,1,2,acept,not furnished
Rio de Janeiro,190,3,2,1,4,acept,not furnished
São Paulo,130,3,2,2,8,acept,not furnished
São Paulo,54,2,1,1,1,acept,not furnished
São Paulo,200,3,4,4,2,not acept,furnished
São Paulo,150,3,3,2,3,not acept,not furnished
São Paulo,205,3,4,4,13,acept,not furnished
São Paulo,310,3,3,2,-,not acept,not furnished
São Paulo,250,3,4,4,-,acept,not furnished
São Paulo,60,2,1,1,1,acept,not furnished
São Paulo,66,2,2,1,5,acept,furnished
São Paulo,176,3,4,3,20,not acept,not furnished
Porto Alegre,48,1,1,0,4,acept,furnished
Rio de Janeiro,90,2,1,0,3,acept,not furnished
Porto Alegre,67,2,2,1,9,acept,not furnished
Belo Horizonte,55,2,1,1,8,not acept,not furnished
São Paulo,50,2,2,1,14,acept,not furnished
Rio de Janeiro,140,3,1,1,3,acept,not furnished
Rio de Janeiro,18,1,1,0,14,not acept,not furnished
Belo Horizonte,120,4,3,2,2,acept,not furnished
Campinas,50,1,1,0,1,not acept,not furnished
São Paulo,220,3,4,3,-,acept,furnished
São Paulo,25,1,1,1,4,not acept,furnished
Belo Horizonte,230,4,2,1,2,acept,not furnished
São Paulo,80,2,1,0,-,acept,not furnished
São Paulo,180,3,3,2,7,acept,not furnished
Rio de Janeiro,62,2,1,0,-,acept,not furnished
Porto Alegre,440,3,2,3,5,not acept,not furnished
São Paulo,200,3,3,3,3,acept,not furnished
Porto Alegre,180,3,2,3,2,acept,furnished
Porto Alegre,300,8,3,0,-,acept,not furnished
Belo Horizonte,360,6,2,0,-,acept,not furnished
Rio de Janeiro,55,2,2,0,6,acept,not furnished
São Paulo,400,4,6,4,-,acept,not furnished
São Paulo,19,1,1,0,-,not acept,not furnished
Porto Alegre,326,4,7,4,-,acept,not furnished
São Paulo,240,4,4,3,4,acept,not furnished
