Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília,Aluguel
Belo Horizonte,190,4,2,0,10,acept,not furnished,7072
Belo Horizonte,105,3,2,2,4,not acept,not furnished,2005
Campinas,190,4,4,2,14,acept,not furnished,4307
Belo Horizonte,130,4,4,3,16,not acept,not furnished,7577
São Paulo,40,1,1,0,-,not acept,not furnished,1451
Belo Horizonte,100,3,2,3,15,acept,not furnished,3444
São Paulo,84,2,2,0,12,acept,not furnished,2267
São Paulo,300,3,2,2,-,acept,furnished,9116
Porto Alegre,85,2,2,0,7,acept,furnished,3330
São Paulo,193,2,4,4,7,acept,not furnished,16440
Belo Horizonte,76,1,2,2,6,acept,not furnished,5300
Belo Horizonte,680,7,6,8,-,acept,not furnished,8560
São Paulo,270,4,4,4,-,acept,not furnished,11760
São Paulo,250,3,4,3,13,acept,not furnished,9711
São Paulo,74,2,2,2,17,acept,not furnished,6184
São Paulo,96,3,2,2,5,acept,furnished,4189
Porto Alegre,42,1,1,1,2,not acept,not furnished,1372
Campinas,50,2,1,0,2,not acept,not furnished,1282
Campinas,64,2,1,1,10,acept,not furnished,1493
São Paulo,40,1,1,0,-,acept,not furnished,2084
São Paulo,240,4,5,4,6,not acept,not furnished,6131
Rio de Janeiro,75,2,1,1,6,acept,not furnished,2785
São Paulo,75,2,2,0,1,not acept,not furnished,3048
São Paulo,270,6,3,6,-,acept,not furnished,4985
São Paulo,353,4,5,5,46,acept,not furnished,13130
São Paulo,93,2,2,1,8,acept,not furnished,3792
Campinas,184,4,3,4,-,acept,not furnished,3509
Belo Horizonte,240,4,4,3,5,acept,not furnished,4662
São Paulo,55,2,1,0,-,acept,not furnished,1748
São Paulo,120,1,2,0,-,acept,not furnished,900
São Paulo,190,4,3,2,-,not acept,furnished,8851
Campinas,70,3,1,1,6,acept,not furnished,1765
São Paulo,162,2,2,1,13,acept,not furnished,7413
Porto Alegre,326,4,7,4,-,acept,not furnished,4448
Porto Alegre,136,4,3,2,3,not acept,not furnished,5136
São Paulo,125,3,3,2,2,acept,not furnished,6042
São Paulo,60,1,2,2,6,acept,not furnished,3739
Porto Alegre,218,3,5,2,3,acept,furnished,6592
Rio de Janeiro,18,1,1,0,14,not acept,not furnished,1533
São Paulo,178,4,3,2,5,acept,not furnished,9145
Campinas,188,5,4,0,-,acept,not furnished,4239
Porto Alegre,270,2,3,1,-,acept,not furnished,6654
São Paulo,280,3,3,4,-,acept,not furnished,7453
Rio de Janeiro,100,3,2,2,8,acept,furnished,3000
São Paulo,67,1,2,2,17,acept,not furnished,3495
São Paulo,277,3,3,0,11,acept,not furnished,11490
São Paulo,70,2,1,1,1,acept,not furnished,1431
São Paulo,160,3,3,2,-,acept,not furnished,4606
São Paulo,250,3,2,8,-,acept,not furnished,10150
São Paulo,70,1,1,2,9,acept,furnished,9781
São Paulo,68,2,2,2,12,not acept,not furnished,4930
São Paulo,100,2,2,2,-,acept,not furnished,2031
São Paulo,180,3,3,1,-,acept,furnished,8156
São Paulo,480,4,5,2,-,acept,furnished,8399
São Paulo,106,2,3,2,14,acept,furnished,5349
São Paulo,63,2,2,1,15,acept,not furnished,3648
São Paulo,141,3,2,2,11,acept,not furnished,9638
Rio de Janeiro,225,4,4,3,7,not acept,not furnished,13490
Rio de Janeiro,135,3,2,1,6,acept,not furnished,6520
Rio de Janeiro,180,2,3,1,3,acept,furnished,11810
Belo Horizonte,64,3,1,0,3,not acept,not furnished,1661
São Paulo,180,4,2,2,-,acept,not furnished,3703
Belo Horizonte,160,3,3,2,4,acept,not furnished,2826
São Paulo,289,3,3,2,6,not acept,not furnished,18820
São Paulo,280,3,4,1,-,acept,not furnished,3857
São Paulo,260,3,3,3,8,acept,furnished,8116
Belo Horizonte,183,4,4,4,8,acept,not furnished,11920
São Paulo,62,3,1,2,1,acept,not furnished,2324
São Paulo,60,2,2,1,17,acept,not furnished,1744
São Paulo,50,1,1,0,6,acept,furnished,2914
São Paulo,240,3,2,0,7,acept,furnished,8744
São Paulo,250,4,3,3,-,acept,furnished,5410
Rio de Janeiro,180,4,3,1,8,not acept,furnished,17170
São Paulo,309,4,5,3,-,acept,not furnished,12920
Campinas,620,5,6,4,17,acept,not furnished,13520
São Paulo,570,4,5,4,14,acept,not furnished,16820
São Paulo,200,3,4,2,-,acept,not furnished,4044
Campinas,89,3,2,2,5,acept,not furnished,2998
São Paulo,320,4,5,4,-,acept,not furnished,7806
Rio de Janeiro,300,3,4,1,10,acept,furnished,11900
São Paulo,226,4,4,4,2,acept,not furnished,8377
Belo Horizonte,50,2,1,2,6,acept,not furnished,1191
Campinas,180,3,3,3,7,acept,not furnished,10570
Campinas,48,2,1,1,8,acept,not furnished,1994
São Paulo,640,4,4,4,12,acept,furnished,17310
São Paulo,284,3,2,2,9,acept,furnished,9568
Rio de Janeiro,41,1,1,1,2,not acept,furnished,5679
São Paulo,116,3,2,2,5,acept,not furnished,6251
Campinas,120,3,1,2,1,acept,not furnished,2113
São Paulo,93,3,2,1,10,acept,not furnished,5168
Rio de Janeiro,25,1,1,0,2,acept,furnished,1369
Porto Alegre,60,2,1,0,1,acept,not furnished,1385
Porto Alegre,450,6,2,8,-,acept,not furnished,4269
São Paulo,33,2,1,0,6,acept,not furnished,2225
São Paulo,35,1,1,1,1,not acept,furnished,3999
Belo Horizonte,70,2,1,2,1,acept,not furnished,1944
São Paulo,45,1,1,0,-,not acept,not furnished,2220
Belo Horizonte,308,2,3,3,-,acept,not furnished,2204
São Paulo,45,1,1,1,3,acept,not furnished,3866
Campinas,130,3,2,0,-,acept,not furnished,1432
Belo Horizonte,476,3,2,2,-,not acept,not furnished,6403
São Paulo,251,3,2,2,-,acept,not furnished,3788
Belo Horizonte,40,1,1,1,1,not acept,not furnished,872
São Paulo,22,1,1,0,5,acept,not furnished,2044
Rio de Janeiro,80,2,1,1,14,acept,not furnished,1746
Campinas,120,4,3,8,-,acept,not furnished,5068
Porto Alegre,38,1,1,1,8,acept,not furnished,1908
Belo Horizonte,200,4,4,2,5,acept,furnished,5555
Rio de Janeiro,140,3,3,1,24,not acept,not furnished,2388
São Paulo,380,3,2,3,5,acept,not furnished,19310
São Paulo,55,1,1,0,1,not acept,not furnished,920
São Paulo,55,1,1,0,1,acept,not furnished,1114
Belo Horizonte,90,3,1,1,-,acept,not furnished,1384
São Paulo,35,1,1,0,-,acept,not furnished,1144
Belo Horizonte,100,2,2,0,-,acept,not furnished,11280
São Paulo,181,4,5,3,5,acept,not furnished,5312
São Paulo,52,2,1,1,7,acept,not furnished,2207
Porto Alegre,350,4,3,3,-,acept,furnished,4688
São Paulo,330,3,3,5,-,acept,not furnished,9829
São Paulo,254,3,4,4,1,not acept,furnished,11120
São Paulo,55,2,1,1,2,acept,not furnished,1293
Porto Alegre,47,2,1,1,7,acept,not furnished,1607
Rio de Janeiro,71,2,1,1,2,acept,not furnished,4321
São Paulo,348,4,4,1,15,acept,furnished,10000
São Paulo,140,3,2,1,-,acept,not furnished,3883
São Paulo,38,1,1,1,5,not acept,furnished,4894
São Paulo,300,5,6,2,-,not acept,not furnished,8921
São Paulo,47,2,1,1,11,acept,not furnished,2775
São Paulo,236,4,5,5,5,acept,not furnished,9152
Porto Alegre,600,5,4,5,-,acept,furnished,13380
São Paulo,30,1,1,0,12,acept,furnished,3794
Porto Alegre,51,2,1,1,6,acept,not furnished,1341
São Paulo,450,4,4,6,-,acept,not furnished,11050
São Paulo,109,3,2,2,7,acept,not furnished,4412
São Paulo,66,1,1,2,1,acept,furnished,3836
São Paulo,100,2,2,1,-,acept,not furnished,5194
São Paulo,69,2,1,1,6,acept,not furnished,2221
São Paulo,70,1,1,1,12,acept,furnished,4716
Belo Horizonte,90,2,2,2,3,acept,not furnished,2311
São Paulo,341,3,3,2,6,acept,not furnished,7881
São Paulo,42,1,1,2,6,acept,furnished,4018
Belo Horizonte,90,2,1,1,-,not acept,not furnished,1545
Rio de Janeiro,163,3,3,0,2,acept,not furnished,8483
São Paulo,254,4,4,3,7,acept,furnished,8644
São Paulo,270,3,4,3,-,acept,not furnished,7320
São Paulo,87,2,1,1,5,acept,not furnished,2082
Rio de Janeiro,26,1,1,0,4,not acept,not furnished,2182
Belo Horizonte,269,4,3,2,-,acept,not furnished,5338
Rio de Janeiro,65,1,1,1,3,acept,not furnished,3554
São Paulo,298,3,4,3,-,acept,furnished,16210
Campinas,74,2,3,1,9,acept,not furnished,2602
Porto Alegre,330,3,4,2,-,acept,furnished,10170
São Paulo,463,4,7,6,-,acept,not furnished,13450
São Paulo,130,3,3,2,-,acept,not furnished,3277
Porto Alegre,43,1,1,0,3,acept,furnished,1797
São Paulo,234,4,3,3,6,acept,not furnished,5056
Campinas,73,3,2,2,17,acept,not furnished,3126
Campinas,40,1,2,1,7,acept,not furnished,1403
Rio de Janeiro,280,3,3,2,2,acept,furnished,16280
São Paulo,330,6,4,3,-,acept,not furnished,14350
São Paulo,120,3,4,0,-,acept,not furnished,3717
Rio de Janeiro,114,2,2,1,7,not acept,not furnished,5447
São Paulo,350,3,2,4,-,acept,not furnished,14020
São Paulo,179,3,2,1,3,acept,not furnished,7285
São Paulo,190,3,4,4,-,acept,not furnished,5351
São Paulo,400,3,3,4,-,acept,not furnished,3705
Rio de Janeiro,155,3,2,1,10,acept,not furnished,6078
São Paulo,110,3,2,2,14,not acept,furnished,7761
Campinas,75,2,1,1,2,acept,not furnished,2007
São Paulo,45,1,1,1,8,acept,not furnished,2689
São Paulo,34,1,1,1,7,acept,furnished,4359
São Paulo,216,4,3,0,17,acept,furnished,10960
Belo Horizonte,140,4,3,4,9,acept,not furnished,4277
Campinas,750,4,5,5,-,not acept,not furnished,11220
São Paulo,149,3,3,2,12,not acept,not furnished,7469
Campinas,78,1,2,1,6,acept,not furnished,2676
São Paulo,182,4,4,2,10,acept,not furnished,9647
São Paulo,200,3,3,2,7,acept,not furnished,12160
São Paulo,20,1,1,0,-,acept,furnished,2555
São Paulo,76,2,2,2,3,acept,furnished,5458
São Paulo,150,4,3,4,-,acept,not furnished,3546
São Paulo,150,4,2,2,-,acept,not furnished,3414
São Paulo,50,1,2,1,9,not acept,furnished,4099
São Paulo,67,2,1,1,3,acept,not furnished,1823
Porto Alegre,55,1,1,0,2,acept,furnished,1517
Porto Alegre,40,1,1,0,1,acept,not furnished,976
São Paulo,42,1,1,1,9,acept,furnished,4438
São Paulo,230,3,4,4,-,not acept,furnished,5783
Rio de Janeiro,45,1,1,0,-,acept,furnished,2326
São Paulo,310,4,3,3,11,acept,not furnished,11600
São Paulo,62,3,2,1,4,acept,not furnished,1792
Porto Alegre,70,3,1,1,3,acept,not furnished,1541
São Paulo,90,3,2,2,7,acept,not furnished,5095
São Paulo,98,3,2,1,5,acept,furnished,3951
São Paulo,130,3,2,1,6,acept,not furnished,7420
São Paulo,351,3,4,2,17,not acept,furnished,13210
Rio de Janeiro,26,1,1,0,8,not acept,not furnished,1602
São Paulo,35,1,1,1,4,not acept,furnished,3186
São Paulo,45,1,1,0,-,not acept,not furnished,1046
Belo Horizonte,460,5,8,5,-,not acept,not furnished,7441
Campinas,45,1,1,0,1,acept,not furnished,814
Porto Alegre,50,1,1,0,2,not acept,not furnished,1822
Porto Alegre,104,3,3,2,4,acept,not furnished,5357
Rio de Janeiro,28,1,1,0,5,not acept,furnished,1723
Rio de Janeiro,110,3,2,0,10,not acept,furnished,4552
São Paulo,61,3,2,2,15,acept,not furnished,3030
São Paulo,57,2,1,1,8,acept,furnished,2223
São Paulo,175,1,3,2,19,not acept,furnished,5095
São Paulo,80,1,1,1,10,acept,not furnished,7883
Campinas,270,3,3,3,1,acept,not furnished,10370
São Paulo,35,1,1,0,-,acept,not furnished,1144
Belo Horizonte,150,5,5,5,-,acept,furnished,15070
São Paulo,126,2,2,1,8,not acept,not furnished,4253
São Paulo,172,4,3,2,5,acept,furnished,9636
São Paulo,67,1,2,1,12,acept,furnished,3443
Rio de Janeiro,50,1,1,1,1,acept,not furnished,3268
Porto Alegre,43,1,1,1,4,acept,not furnished,2138
Belo Horizonte,140,4,3,1,2,acept,not furnished,2973
São Paulo,50,1,1,0,11,acept,furnished,3989
São Paulo,20,1,1,0,-,acept,not furnished,589
Rio de Janeiro,85,2,2,1,2,acept,not furnished,5150
Porto Alegre,98,2,2,1,2,acept,not furnished,1838
São Paulo,127,2,2,3,-,acept,not furnished,2773
São Paulo,144,4,2,0,-,not acept,not furnished,3458
São Paulo,113,3,2,2,2,acept,not furnished,6411
São Paulo,84,4,1,3,5,not acept,not furnished,8795
São Paulo,42,1,1,1,2,acept,not furnished,3195
São Paulo,70,2,2,1,2,not acept,furnished,5729
Rio de Janeiro,84,3,1,0,2,acept,not furnished,3445
Belo Horizonte,38,1,1,0,2,not acept,not furnished,1318
São Paulo,110,3,2,2,11,acept,not furnished,4929
São Paulo,68,3,2,1,5,acept,furnished,2564
Porto Alegre,170,2,3,1,-,acept,not furnished,1374
Belo Horizonte,100,3,2,1,5,acept,not furnished,2370
São Paulo,216,4,4,3,3,not acept,furnished,12730
São Paulo,84,3,2,1,23,acept,not furnished,3033
São Paulo,303,3,4,4,1,acept,furnished,22770
São Paulo,128,3,3,0,9,acept,not furnished,4423
São Paulo,130,5,2,0,2,acept,not furnished,3076
São Paulo,100,2,2,2,15,acept,not furnished,3975
Campinas,65,2,1,1,3,acept,not furnished,1739
São Paulo,150,3,2,1,-,acept,not furnished,2538
São Paulo,50,2,1,1,7,acept,not furnished,2441
Porto Alegre,180,2,2,1,4,acept,not furnished,2226
São Paulo,70,3,2,1,10,not acept,furnished,2542
São Paulo,150,4,3,3,-,acept,not furnished,7722
Belo Horizonte,235,4,3,1,-,acept,not furnished,12760
Rio de Janeiro,120,4,2,1,5,acept,furnished,14410
São Paulo,108,4,3,2,4,acept,not furnished,8326
São Paulo,59,2,1,1,9,acept,furnished,2017
Belo Horizonte,170,3,4,4,13,acept,not furnished,10840
São Paulo,115,3,1,2,5,acept,not furnished,5600
Porto Alegre,30,1,1,1,-,acept,not furnished,791
São Paulo,70,2,2,0,-,not acept,not furnished,1523
São Paulo,84,2,2,1,16,not acept,furnished,3768
Rio de Janeiro,60,2,1,0,3,acept,furnished,2676
São Paulo,235,3,2,2,5,acept,furnished,11570
Belo Horizonte,230,5,3,2,3,acept,not furnished,2979
Rio de Janeiro,140,3,2,1,1,acept,not furnished,4566
Rio de Janeiro,60,1,1,1,15,acept,furnished,6118
São Paulo,380,4,4,2,-,acept,not furnished,6583
São Paulo,200,3,3,3,-,acept,not furnished,7843
São Paulo,18,1,1,0,-,acept,not furnished,1742
Campinas,68,2,1,2,1,acept,not furnished,1810
São Paulo,198,3,4,2,-,acept,furnished,2797
São Paulo,717,5,5,8,16,acept,not furnished,11860
Rio de Janeiro,43,2,1,0,12,acept,not furnished,2675
São Paulo,50,2,1,1,2,acept,not furnished,2021
São Paulo,99,2,1,1,-,acept,not furnished,3935
Rio de Janeiro,82,3,1,0,3,not acept,furnished,3245
São Paulo,130,3,3,3,23,acept,not furnished,4615
Rio de Janeiro,30,1,1,0,4,not acept,furnished,2668
Belo Horizonte,80,3,2,1,1,acept,not furnished,1643
São Paulo,101,3,2,2,7,acept,furnished,4657
Campinas,70,2,2,0,5,not acept,not furnished,1078
São Paulo,70,2,1,0,-,acept,not furnished,1370
São Paulo,40,1,1,1,4,acept,furnished,6066
São Paulo,52,2,1,1,4,acept,not furnished,1469
São Paulo,68,2,1,0,1,acept,not furnished,1547
São Paulo,65,3,2,0,2,acept,furnished,4486
São Paulo,60,2,2,1,10,acept,furnished,5682
São Paulo,150,3,1,1,9,acept,not furnished,6327
Rio de Janeiro,70,2,2,0,5,acept,furnished,3069
São Paulo,200,5,2,3,-,acept,not furnished,5173
Porto Alegre,313,3,3,4,5,acept,furnished,5366
São Paulo,600,5,7,8,-,acept,furnished,11010
Porto Alegre,500,5,4,4,4,not acept,not furnished,7309
Belo Horizonte,65,2,2,1,11,acept,not furnished,1675
Campinas,65,3,1,1,3,acept,furnished,3084
Campinas,60,2,1,1,3,acept,not furnished,1192
São Paulo,74,1,2,2,8,acept,furnished,6714
São Paulo,80,2,2,1,-,acept,furnished,2644
Belo Horizonte,45,2,1,1,4,acept,not furnished,1112
Belo Horizonte,90,2,3,1,4,acept,not furnished,4691
Porto Alegre,25,1,1,0,8,acept,not furnished,1065
Porto Alegre,42,1,1,0,3,acept,furnished,1216
São Paulo,472,3,2,4,-,acept,not furnished,7248
Campinas,66,1,1,1,2,acept,furnished,6026
Campinas,34,1,1,0,4,acept,not furnished,1159
Rio de Janeiro,29,1,1,0,12,acept,furnished,2456
São Paulo,69,2,1,0,10,acept,furnished,9896
São Paulo,170,3,5,3,10,acept,furnished,6258
São Paulo,25,1,1,0,1,not acept,not furnished,1251
Belo Horizonte,300,4,4,4,-,acept,not furnished,7035
São Paulo,70,2,1,0,-,not acept,not furnished,1320
São Paulo,63,2,2,2,4,not acept,not furnished,4899
Belo Horizonte,125,3,2,0,2,acept,not furnished,1435
São Paulo,76,2,2,2,14,acept,not furnished,6778
Campinas,110,3,2,2,7,not acept,not furnished,3127
São Paulo,120,3,2,1,-,acept,not furnished,1937
São Paulo,87,3,2,2,9,not acept,not furnished,3807
Belo Horizonte,343,4,3,4,-,acept,not furnished,7435
Belo Horizonte,155,4,3,3,7,acept,not furnished,4900
São Paulo,22,1,1,0,11,not acept,furnished,2431
São Paulo,208,4,2,4,-,acept,not furnished,4850
São Paulo,235,3,4,4,2,acept,furnished,18290
Rio de Janeiro,40,1,1,0,2,acept,furnished,2945
São Paulo,500,4,5,4,-,not acept,furnished,15030
São Paulo,90,1,2,1,12,acept,furnished,5547
São Paulo,148,4,4,4,10,acept,furnished,5012
São Paulo,49,2,1,1,10,not acept,not furnished,1661
São Paulo,40,1,1,1,5,acept,not furnished,2153
São Paulo,400,10,5,8,-,acept,not furnished,12480
Campinas,245,4,3,2,9,acept,not furnished,12900
São Paulo,26,1,1,0,-,not acept,not furnished,922
São Paulo,450,5,5,6,-,acept,not furnished,10990
São Paulo,78,3,1,2,7,acept,not furnished,4641
Campinas,96,3,2,2,10,acept,not furnished,4230
São Paulo,30,1,1,1,10,not acept,furnished,6359
Campinas,74,3,1,1,3,acept,not furnished,1417
São Paulo,100,3,2,1,-,acept,not furnished,3850
Porto Alegre,30,1,1,0,11,acept,not furnished,1613
Belo Horizonte,54,2,1,2,2,acept,not furnished,1146
Belo Horizonte,306,3,5,0,-,acept,not furnished,8132
São Paulo,160,5,3,3,-,acept,not furnished,4849
São Paulo,33,2,1,0,12,acept,not furnished,2286
Belo Horizonte,68,2,1,0,-,acept,not furnished,1052
Belo Horizonte,65,2,2,1,3,acept,not furnished,1532
São Paulo,80,2,2,1,-,not acept,not furnished,1564
São Paulo,35,1,1,1,1,acept,not furnished,1020
São Paulo,380,4,5,4,5,acept,furnished,9821
Campinas,75,3,2,2,5,acept,not furnished,2024
São Paulo,600,4,5,6,-,acept,not furnished,9051
São Paulo,270,2,2,3,-,acept,not furnished,1452
São Paulo,78,3,2,2,-,acept,not furnished,2573
Rio de Janeiro,100,3,2,1,12,acept,not furnished,2862
São Paulo,136,2,4,2,7,acept,not furnished,6643
Porto Alegre,55,2,1,1,2,acept,not furnished,1193
São Paulo,60,2,2,1,6,acept,not furnished,2827
São Paulo,160,3,2,0,12,acept,not furnished,5339
São Paulo,320,3,3,2,10,acept,not furnished,11220
São Paulo,22,1,1,1,19,not acept,not furnished,2728
São Paulo,120,2,1,2,7,acept,not furnished,2161
São Paulo,40,1,1,1,3,not acept,not furnished,1384
São Paulo,42,1,1,1,9,acept,furnished,4528
São Paulo,170,3,3,2,-,acept,not furnished,5257
Belo Horizonte,30,1,1,1,1,not acept,not furnished,981
São Paulo,29,1,1,0,5,acept,not furnished,1314
São Paulo,30,1,1,0,-,acept,not furnished,1179
Porto Alegre,83,2,2,1,3,acept,not furnished,3338
Porto Alegre,71,2,1,0,2,acept,not furnished,1522
Porto Alegre,25,1,1,0,4,acept,not furnished,1172
Porto Alegre,180,4,5,3,9,acept,furnished,13560
São Paulo,80,3,2,2,4,acept,not furnished,3466
Rio de Janeiro,210,3,2,1,6,acept,not furnished,18160
Belo Horizonte,68,2,2,2,3,acept,not furnished,1038
São Paulo,300,3,3,8,-,acept,not furnished,5146
São Paulo,485,4,7,7,-,acept,not furnished,12100
São Paulo,200,3,5,4,6,acept,not furnished,4671
São Paulo,236,4,5,4,7,acept,not furnished,15460
São Paulo,150,3,2,1,6,not acept,not furnished,6816
São Paulo,45,1,1,0,2,not acept,not furnished,803
Porto Alegre,130,2,1,2,-,acept,not furnished,2145
Belo Horizonte,117,2,1,0,-,acept,not furnished,2224
Rio de Janeiro,120,3,2,2,4,acept,not furnished,7771
Porto Alegre,60,1,1,0,1,acept,not furnished,1605
Porto Alegre,84,1,2,0,-,acept,furnished,2533
São Paulo,57,2,1,1,3,acept,not furnished,1742
Belo Horizonte,164,4,2,2,3,acept,not furnished,4001
São Paulo,48,1,1,1,9,not acept,furnished,5370
São Paulo,50,1,1,0,-,acept,not furnished,1125
Rio de Janeiro,28,1,1,0,6,acept,furnished,2513
São Paulo,890,5,6,8,-,not acept,not furnished,20670
São Paulo,196,2,3,3,8,acept,not furnished,8853
São Paulo,230,3,3,2,-,acept,not furnished,2827
Belo Horizonte,45,1,1,0,1,not acept,not furnished,1123
São Paulo,325,5,5,4,-,acept,not furnished,6511
Rio de Janeiro,90,2,2,0,13,not acept,furnished,7150
São Paulo,70,2,2,0,6,acept,not furnished,2190
Rio de Janeiro,56,2,1,1,3,acept,not furnished,2470
Belo Horizonte,280,4,4,5,10,acept,not furnished,7821
São Paulo,36,1,1,1,8,acept,not furnished,2586
São Paulo,90,2,1,1,1,acept,not furnished,4089
Rio de Janeiro,82,2,1,0,-,acept,furnished,5085
Rio de Janeiro,30,1,1,0,10,acept,not furnished,2025
Campinas,44,1,1,0,8,acept,furnished,1102
Porto Alegre,93,2,2,3,6,acept,furnished,5054
São Paulo,50,1,1,0,-,acept,not furnished,831
São Paulo,87,2,2,1,5,acept,not furnished,5230
São Paulo,248,3,4,4,2,acept,not furnished,18310
Campinas,97,1,1,0,12,acept,not furnished,1259
Rio de Janeiro,126,3,2,1,6,acept,not furnished,3619
São Paulo,44,1,1,0,1,acept,not furnished,1518
Rio de Janeiro,52,1,1,0,12,not acept,furnished,3400
Campinas,75,2,2,2,6,acept,not furnished,2904
São Paulo,89,3,2,2,19,acept,not furnished,7161
São Paulo,318,4,6,4,13,acept,furnished,13740
São Paulo,140,2,3,1,3,acept,furnished,6620
São Paulo,65,2,2,1,8,acept,not furnished,4813
São Paulo,35,1,1,1,14,not acept,not furnished,3185
São Paulo,48,1,1,0,-,not acept,not furnished,1202
Porto Alegre,98,3,1,0,1,acept,not furnished,1550
São Paulo,35,1,1,1,7,acept,not furnished,2557
São Paulo,91,1,2,2,11,acept,furnished,15580
Belo Horizonte,241,5,4,3,-,acept,not furnished,5596
Rio de Janeiro,115,3,2,1,8,acept,furnished,3919
Porto Alegre,147,3,1,1,6,not acept,not furnished,3305
São Paulo,15,1,1,0,-,not acept,not furnished,1216
Campinas,85,2,1,0,-,acept,not furnished,1279
Campinas,120,3,1,1,3,not acept,not furnished,2553
São Paulo,73,1,2,2,21,acept,furnished,4545
Porto Alegre,49,2,1,1,-,acept,not furnished,1398
Porto Alegre,50,2,1,0,13,acept,furnished,1950
São Paulo,290,3,3,2,-,acept,furnished,16230
Porto Alegre,70,2,1,1,11,acept,not furnished,1798
São Paulo,130,2,2,0,6,acept,not furnished,5439
São Paulo,22,1,1,0,-,not acept,not furnished,764
São Paulo,50,2,1,1,5,acept,not furnished,2026
Rio de Janeiro,70,2,1,0,2,not acept,not furnished,1143
